mileage,price,model,year,description,brand,description_sentiment,description_sentiment_twtr
"1,334 miles","$5,700 ",RD350,  1974 Yamaha Standard,"1974 Yamaha RD350,",YAM,"[{'label': '5 stars', 'score': 0.33933037519454956}]","[{'label': 'neutral', 'score': 0.7708115577697754}]"
,"$8,497 ",YZ250FX,New 2023 Yamaha Dirt Bike,,YAM,,
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,,YAM,,
,"$8,997 ",YZ450FX,New 2023 Yamaha Dirt Bike,,YAM,,
,"$14,199 ",MT-10,New 2023 Yamaha Sportbike,,YAM,,
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,"2023 Yamaha YZF-R7, WHERE R WORLD MEETS YOURS A new generation supersport with Yamaha's legendary styling combines an advanced CP2 engine with an ultra thin and lightweight chassis to provide torquey performance on both the track and the street. Engine Type 689cc liquid-cooled, 4-stroke, DOHC inline twin-cylinder; 4-valves per cylinder Bore x Stroke 80.0mm x 68.6mm Compression Ratio 11.5:1 Fuel Delivery Fuel injection Transmission 6-speed; multiplate wet clutch; with Assist & Slipper clutch Final Drive Chain Suspension / Front Telescopic fork; 5.1-in travel, adjustable for preload, rebound and compression Suspension / Rear Linked-type Monocross shock, adjustable preload and rebound; 5.1-in travel Brakes / Front Dual 298mm hydraulic disc Brakes / Rear 245mm hydraulic disc Tires / Front 120/70ZR17 Bridgestone® BATTLAX HYPERSPORT S22F Tires / Rear 180/55ZR17 Bridgestone® BATTLAX HYPERSPORT S22R L x W x H 81.5 in x 27.8 in x 45.7 in Seat Height 32.9 in Wheelbase 54.9 in Rake (Caster Angle) 23.7° Trail 3.5 in Minimum Ground Clearance 5.3 in Fuel Capacity 3.4 gal Fuel Economy 58 MPG Wet Weight 414 lb Come to Central Florida PowerSports, your favorite New and   Yamaha Motorcycle Dealer in the Orlando and Kissimmee, Florida area.",YAM,"[{'label': '5 stars', 'score': 0.6300888657569885}]","[{'label': 'positive', 'score': 0.6052940487861633}]"
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,"2023 Yamaha YZF-R7, WHERE R WORLD MEETS YOURS A new generation supersport with Yamaha's legendary styling combines an advanced CP2 engine with an ultra thin and lightweight chassis to provide torquey performance on both the track and the street. Engine Type 689cc liquid-cooled, 4-stroke, DOHC inline twin-cylinder; 4-valves per cylinder Bore x Stroke 80.0mm x 68.6mm Compression Ratio 11.5:1 Fuel Delivery Fuel injection Transmission 6-speed; multiplate wet clutch; with Assist & Slipper clutch Final Drive Chain Suspension / Front Telescopic fork; 5.1-in travel, adjustable for preload, rebound and compression Suspension / Rear Linked-type Monocross shock, adjustable preload and rebound; 5.1-in travel Brakes / Front Dual 298mm hydraulic disc Brakes / Rear 245mm hydraulic disc Tires / Front 120/70ZR17 Bridgestone® BATTLAX HYPERSPORT S22F Tires / Rear 180/55ZR17 Bridgestone® BATTLAX HYPERSPORT S22R L x W x H 81.5 in x 27.8 in x 45.7 in Seat Height 32.9 in Wheelbase 54.9 in Rake (Caster Angle) 23.7° Trail 3.5 in Minimum Ground Clearance 5.3 in Fuel Capacity 3.4 gal Fuel Economy 58 MPG Wet Weight 414 lb Come to Central Florida PowerSports, your favorite New and   Yamaha Motorcycle Dealer in the Orlando and Kissimmee, Florida area.",YAM,"[{'label': '5 stars', 'score': 0.6300888657569885}]","[{'label': 'positive', 'score': 0.6052940487861633}]"
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,"2023 Yamaha YZF-R7, WHERE R WORLD MEETS YOURS A new generation supersport with Yamaha's legendary styling combines an advanced CP2 engine with an ultra thin and lightweight chassis to provide torquey performance on both the track and the street. Engine Type 689cc liquid-cooled, 4-stroke, DOHC inline twin-cylinder; 4-valves per cylinder Bore x Stroke 80.0mm x 68.6mm Compression Ratio 11.5:1 Fuel Delivery Fuel injection Transmission 6-speed; multiplate wet clutch; with Assist & Slipper clutch Final Drive Chain Suspension / Front Telescopic fork; 5.1-in travel, adjustable for preload, rebound and compression Suspension / Rear Linked-type Monocross shock, adjustable preload and rebound; 5.1-in travel Brakes / Front Dual 298mm hydraulic disc Brakes / Rear 245mm hydraulic disc Tires / Front 120/70ZR17 Bridgestone® BATTLAX HYPERSPORT S22F Tires / Rear 180/55ZR17 Bridgestone® BATTLAX HYPERSPORT S22R L x W x H 81.5 in x 27.8 in x 45.7 in Seat Height 32.9 in Wheelbase 54.9 in Rake (Caster Angle) 23.7° Trail 3.5 in Minimum Ground Clearance 5.3 in Fuel Capacity 3.4 gal Fuel Economy 58 MPG Wet Weight 414 lb Come to Central Florida PowerSports, your favorite New and   Yamaha Motorcycle Dealer in the Orlando and Kissimmee, Florida area.",YAM,"[{'label': '5 stars', 'score': 0.6300888657569885}]","[{'label': 'positive', 'score': 0.6052940487861633}]"
64 miles,"$3,599 ",ZUMA 125,  2023 Yamaha Scooter,"2023 Yamaha ZUMA 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm × 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.2875382602214813}]","[{'label': 'neutral', 'score': 0.9422069787979126}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$3,799 ",Zuma 125 - Team Yamaha Blue,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125 - Team Yamaha Blue,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.4829709231853485}]","[{'label': 'neutral', 'score': 0.8371414542198181}]"
,"$8,199 ",MT-07,New 2023 Yamaha Standard,"2023 YAMAHA MT-07,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5994288921356201}]","[{'label': 'neutral', 'score': 0.7962072491645813}]"
,"$3,799 ",Zuma 125 - Matte Black,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125 - Matte Black,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.42395544052124023}]","[{'label': 'neutral', 'score': 0.9001116752624512}]"
,"$4,498 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5061372518539429}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$8,199 ",MT-07,New 2023 Yamaha Standard,"2023 YAMAHA MT-07,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5994288921356201}]","[{'label': 'neutral', 'score': 0.7962072491645813}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$8,199 ",MT-07,New 2023 Yamaha Standard,"2023 YAMAHA MT-07,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5994288921356201}]","[{'label': 'neutral', 'score': 0.7962072491645813}]"
1 miles,"$14,199 ",MT-10 CA,New 2023 Yamaha Standard,"2023 YAMAHA MT-10 CA, Advertised pricing excludes applicable taxes title and licensing, dealer set up, A.D.M, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Sale prices include all applicable offers.   Top Features",YAM,"[{'label': '5 stars', 'score': 0.35930222272872925}]","[{'label': 'neutral', 'score': 0.867241382598877}]"
1 miles,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5653279423713684}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$3,799 ",Zuma 125 - Team Yamaha Blue,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125 - Team Yamaha Blue,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.4829709231853485}]","[{'label': 'neutral', 'score': 0.8371414542198181}]"
,"$14,199 ",MT-10,New 2023 Yamaha Standard,"2023 YAMAHA MT-10,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6064565181732178}]","[{'label': 'neutral', 'score': 0.7147188782691956}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5907420516014099}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
1 miles,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5653279423713684}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5907420516014099}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
,"$10,499 ",Tenere 700,New 2023 Yamaha Sport Touring,"2023 YAMAHA Tenere 700,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5576621890068054}]","[{'label': 'neutral', 'score': 0.8431336283683777}]"
,"$14,199 ",MT-10,New 2023 Yamaha Standard,"2023 YAMAHA MT-10,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6064565181732178}]","[{'label': 'neutral', 'score': 0.7147188782691956}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5907420516014099}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
1 miles,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.599074125289917}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$8,199 ",MT-07,New 2023 Yamaha Standard,"2023 YAMAHA MT-07,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5994288921356201}]","[{'label': 'neutral', 'score': 0.7962072491645813}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5907420516014099}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
1 miles,"$5,499 ",YZF-R3,New 2023 Yamaha Sportbike,"2023 YAMAHA YZF-R3,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5655209422111511}]","[{'label': 'neutral', 'score': 0.7638659477233887}]"
,"$1,749 ",TT-R50E,New 2023 Yamaha Dirt Bike,"2023 Yamaha TT-R50E, 2023 Yamaha TT-R50E / STOCK # YN4058",YAM,"[{'label': '4 stars', 'score': 0.2349700927734375}]","[{'label': 'neutral', 'score': 0.9356051683425903}]"
1 miles,"$18,299 ",FJR1300ES 1300 ES,New 2023 Yamaha Sport Touring,"2023 YAMAHA FJR1300ES, ADD-ONS: 48 MONTH YES $690.00   Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.3585340976715088}]","[{'label': 'neutral', 'score': 0.5573961734771729}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
1 miles,"$14,199 ",MT-10 CA,New 2023 Yamaha Standard,"2023 YAMAHA MT-10 CA, Advertised pricing excludes applicable taxes title and licensing, dealer set up, A.D.M, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Sale prices include all applicable offers.   Top Features",YAM,"[{'label': '5 stars', 'score': 0.35930222272872925}]","[{'label': 'neutral', 'score': 0.867241382598877}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5907420516014099}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
,"$8,099 ",YZ250 MONSTER ENERGY YAMAHA RACING EDITION,New 2023 Yamaha Competition,"2023 YAMAHA YZ250 MONSTER ENERGY YAMAHA RACING EDITION,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5677248239517212}]","[{'label': 'neutral', 'score': 0.8359799981117249}]"
,"$3,799 ",Zuma 125 - Team Yamaha Blue,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125 - Team Yamaha Blue,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.4829709231853485}]","[{'label': 'neutral', 'score': 0.8371414542198181}]"
,"$7,899 ",YZ250,New 2023 Yamaha Competition,"2023 YAMAHA YZ250,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5330262184143066}]","[{'label': 'neutral', 'score': 0.8195478916168213}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
1 miles,"$3,999 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5890145301818848}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$3,999 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125, If you are looking to have some fun this summer and save a lot of money on gas, stop in and check out the all new Yamaha Zume 125. 85 MPG will save you big money all summer long.   Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.45757800340652466}]","[{'label': 'positive', 'score': 0.9149482846260071}]"
1 miles,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125, Advertised pricing excludes applicable taxes title and licensing, dealer set up, A.D.M, destination, reconditioning and are subject to change without notice. Pricing may exclude any added parts, accessories or installation unless otherwise noted. Sale prices include all applicable offers.   Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.26584914326667786}]","[{'label': 'neutral', 'score': 0.9167283773422241}]"
1 miles,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.6386668086051941}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
,"$3,799 ",Zuma 125 - Team Yamaha Blue,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125 - Team Yamaha Blue,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.4829709231853485}]","[{'label': 'neutral', 'score': 0.8371414542198181}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$9,799 ",MT-09,New 2023 Yamaha Standard,"2023 YAMAHA MT-09,    Top Features",YAM,"[{'label': '5 stars', 'score': 0.5907420516014099}]","[{'label': 'neutral', 'score': 0.7472943663597107}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
1 miles,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5653279423713684}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
1 miles,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5653279423713684}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 YAMAHA MT-03,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5535526871681213}]","[{'label': 'neutral', 'score': 0.8134469389915466}]"
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,"2023 Yamaha YZF-R7, 2023 Yamaha YZF-R7",YAM,"[{'label': '5 stars', 'score': 0.26132699847221375}]","[{'label': 'neutral', 'score': 0.8708943128585815}]"
,"$3,799 ",Zuma 125 - Matte Black,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125 - Matte Black, Compact Rugged Adventurer ;;;;The reimagined, ultra-modern, Zuma 125 is a rugged and fuel efficient scooter with big features in a compact package.;;Top Features;Blue Core VVA Engine: Powering the Zuma 125 is a compact Yamaha Blue Core, VVA (Variable Valve Actuation) 125cc 4-stroke engine with 4 valves, a 11.2:1 compression ratio, DiASil cylinder and aluminum alloy forged piston, giving this scooter modern reliability and economical performance. With an amazing 101 mpg and a 1.6 gallon fuel tank, you get plenty of range, too.;Automatic Convenience: A fully-automatic V-belt transmission and push-button electric starting make the Zuma 125 a super-convenient transportation option. Standard center and side stands, along with a locking cover on the ignition switch, make it easy and secure to park, too.;Rugged, Modern Design: Beneath the rugged styling, the Zuma 125 is built around a strong steel frame with aggressive tread tires and tough suspension. This scooter boasts capability on roads of all sorts, with plenty of attitude for your daily commute.;Adjustable Asymmetrical Headlights: The Zuma 125 features a unique asymmetric headlight design with easily adjustable beams to optimize view angles for a wide range of riders.;Plenty of Storage with USB Charging: The cavernous underseat storage compartment is roomy enough for a full-face helmet and features two helmet hangers. The front storage compartment is equipped with an electric USB socket for conveniently charging your device on the go.;Roomy, Step-Through Ergonomics: There's room for two atop the Zuma 125's seat and lots of locking storage beneath it. The step-through floorboards making getting on and off a breeze.;Engine Features;Automatic Convenience: Fully automatic, V-belt transmission with centrifugal clutch provides easy, twist-the-throttle-and-go operation with great off-the-line acceleration.;Clean-Running Design: An upswept muffler incorporates two exhaust catalysts to reduce air pollution and meet emission regulations.;Comfort-Foc  Engine Bracket: A reliable steel engine bracket with rubber bushing linkage contributes a comfortable ride with reduced vibration. The link mechanisms are positioned on the underside of the chassis to maximize space for the storage compartment.;Easy Engine Starts: A decompression mechanism on the Zuma 125 reduces the engine cranking compression pressure, combined with a starter generator control unit for smooth, quiet engine starts with better fuel consumption.;Variable Valve Actuation: The Zuma 125's engine features Yamaha's Variable Valve Actuation (VVA) technology, changing valve timing at different rpm, for linear acceleration, strong torque at lower speeds and power that lasts into the top-end.;Yamaha Blue Core Engine: Yamaha's Blue Core 125cc liquid-cooled, four-stroke, single-cylinder engine, delivers excellent fuel efficiency and significant power for its compact size, using an SOHC 4-valve hea",YAM,"[{'label': '4 stars', 'score': 0.4465254843235016}]","[{'label': 'positive', 'score': 0.5923672318458557}]"
,"$7,899 ",YZ250,New 2023 Yamaha Competition,"2023 YAMAHA YZ250,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5330262184143066}]","[{'label': 'neutral', 'score': 0.8195478916168213}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Moped,"2023 YAMAHA Zuma 125,    Top Features  Engine Features",YAM,"[{'label': '5 stars', 'score': 0.5015098452568054}]","[{'label': 'neutral', 'score': 0.8702620267868042}]"
,"$3,799 ",ZUMA 125,New 2023 Yamaha Scooter,"2023 Yamaha ZUMA 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm × 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.27856701612472534}]","[{'label': 'neutral', 'score': 0.9422069787979126}]"
,"$4,899 ",TW200,New 2023 Yamaha Dirt Bike,"2023 Yamaha TW200,   2023 Yamaha TW200 Dual Sport Motorcycle for sale at Riva Motorsports & Marine Florida Keys IN-STOCK!",YAM,"[{'label': '5 stars', 'score': 0.39508992433547974}]","[{'label': 'neutral', 'score': 0.9097864627838135}]"
,"$10,099 ",YZ450F Monster Energy Yamaha Racing Edition,New 2023 Yamaha Mx,,YAM,,
,"$8,799 ",YZ250FX,  2023 Yamaha Dirt Bike,"2023 Yamaha YZ250FX, This 2023 pre-owned Yamaha YZ250FX needs to see more dirt!  2023 Yamaha YZ250FX",YAM,"[{'label': '5 stars', 'score': 0.227718785405159}]","[{'label': 'positive', 'score': 0.568769097328186}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Standard,"2023 Yamaha Zuma 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.2769331932067871}]","[{'label': 'neutral', 'score': 0.9428258538246155}]"
,"$3,799 ",Zuma 125,New 2023 Yamaha Standard,"2023 Yamaha Zuma 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.2769331932067871}]","[{'label': 'neutral', 'score': 0.9428258538246155}]"
1 miles,"$1,749 ",TT-R50E,New 2023 Yamaha Dirt Bike,"2023 Yamaha TT-R50E, Don't see what you're looking for? Call us @ 256-835-3335  2023 Yamaha TT-R50E",YAM,"[{'label': '5 stars', 'score': 0.2961440086364746}]","[{'label': 'neutral', 'score': 0.6781455278396606}]"
1 miles,"$3,799 ",ZUMA 125,New 2023 Yamaha Scooter,"2023 Yamaha ZUMA 125,  4-stroke SOHC single; 4 valves  125cc  52.0mm × 58.7mm  Liquid  11.2:1  Fuel Injection  TCI (Transitor Controlled Ignition)  V-Belt automatic  Telescopic upright fork with 3.2 in. of travel  Disc brake / 245mm / single disc with double-piston caliper?  120/70-12 51L  Dual shock absorber with swingarm with 3.1 in.ches of travel  Disc brake / 230mm / single disc with single-piston caliper?  130/70-12 56L  282 lb.  Team Yamaha Blue, Matte Black",YAM,"[{'label': '4 stars', 'score': 0.29748237133026123}]","[{'label': 'neutral', 'score': 0.9422069787979126}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 Yamaha MT-03,  DOHC 4-stroke; 4 valves  321cc  68.0mm x 44.1mm  Liquid  11.2:1  Fuel injection  Constant mesh 6-speed; wet multiplate clutch  Chain  37mm KYB® inverted fork; 5.1 in. travel  Single shock; 7-step preload adjustable, 4.9 in. travel  Hydraulic single disc brake, 298mm; ABS  Hydraulic single disc brake, 220mm; ABS  110/70R17  140/70R17  54.3 in.  30.7 in.  25 deg.  3.7 in.  3.7 gal.  56 mpg  Curb Weight: 373 lb.  Cyan Storm, Matte Stealth Black, Team Yamaha Blue",YAM,"[{'label': '5 stars', 'score': 0.38682085275650024}]","[{'label': 'neutral', 'score': 0.9222755432128906}]"
,"$9,199 ",YZF-R7,New 2023 Yamaha Sportbike,"2023 Yamaha YZF-R7,   2023 Yamaha YZF-R7 for sale at Riva Motorsports Miami IN-STOCK! Own for as low as  with approved credit. Payment is based on 10.99% APR for 60 months credit approval. Other options available. Contact us to apply.",YAM,"[{'label': '5 stars', 'score': 0.2612968981266022}]","[{'label': 'neutral', 'score': 0.8148584365844727}]"
,"$7,199 ",YZ125 Monster Energy Yamaha Racing Edition,New 2023 Yamaha Dirt Bike,"2023 Yamaha YZ125 Monster Energy Yamaha Racing Edition,   2023 Yamaha YZ125 Monster Energy Yamaha Racing Edition for sale at Riva Motorsports & Marine Florida Keys IN-STOCK! Own for as low as  with approved credit. Payment is based on 7.99% APR for 60 months credit approval. Other options available. Contact us to apply.",YAM,"[{'label': '5 stars', 'score': 0.2712450623512268}]","[{'label': 'neutral', 'score': 0.8403711318969727}]"
,"$4,999 ",MT-03,New 2023 Yamaha Standard,"2023 Yamaha MT-03,  DOHC 4-stroke; 4 valves  321cc  68.0mm x 44.1mm  Liquid  11.2:1  Fuel injection  Constant mesh 6-speed; wet multiplate clutch  Chain  37mm KYB® inverted fork; 5.1 in. travel  Single shock; 7-step preload adjustable, 4.9 in. travel  Hydraulic single disc brake, 298mm; ABS  Hydraulic single disc brake, 220mm; ABS  110/70R17  140/70R17  54.3 in.  30.7 in.  25 deg.  3.7 in.  3.7 gal.  56 mpg  Curb Weight: 373 lb.  Cyan Storm, Matte Stealth Black, Team Yamaha Blue",YAM,"[{'label': '5 stars', 'score': 0.38682085275650024}]","[{'label': 'neutral', 'score': 0.9222755432128906}]"
